SampleName,Season,Year,Day,Site,Zone,Species,Tissue,Replicate,Type,Transect,SampleNumber
S151_Lew_FvR6,S,15,1,Lew,,Fv,R,6,Alga,2,432
S151_Lew_FvV1,S,15,1,Lew,,Fv,V,1,Alga,1,433
S151_Lew_FvV2,S,15,1,Lew,,Fv,V,2,Alga,1,434
S151_Lew_FvV3,S,15,1,Lew,,Fv,V,3,Alga,1,435
S151_Lew_FvV4,S,15,1,Lew,,Fv,V,4,Alga,2,436
S151_Lew_FvV5,S,15,1,Lew,,Fv,V,5,Alga,2,437
S151_Lew_FvV6,S,15,1,Lew,,Fv,V,6,Alga,2,438
S151_Lima_FvH1,S,15,1,Lima,,Fv,H,1,Alga,1,444
S151_Lima_FvH2,S,15,1,Lima,,Fv,H,2,Alga,1,445
S151_Lima_FvH3,S,15,1,Lima,,Fv,H,3,Alga,1,446
S151_Lima_FvH4,S,15,1,Lima,,Fv,H,4,Alga,2,447
S151_Lima_FvH5,S,15,1,Lima,,Fv,H,5,Alga,2,448
S151_Lima_FvH6,S,15,1,Lima,,Fv,H,6,Alga,2,449
S151_Lima_FvR1,S,15,1,Lima,,Fv,R,1,Alga,1,450
S151_Lima_FvR2,S,15,1,Lima,,Fv,R,2,Alga,1,451
S151_Lima_FvR3,S,15,1,Lima,,Fv,R,3,Alga,1,452
S151_Lima_FvR4,S,15,1,Lima,,Fv,R,4,Alga,2,453
S151_Lima_FvR5,S,15,1,Lima,,Fv,R,5,Alga,2,454
S151_Lima_FvR6,S,15,1,Lima,,Fv,R,6,Alga,2,455
S151_Lima_FvV1,S,15,1,Lima,,Fv,V,1,Alga,1,456
S151_Lima_FvV2,S,15,1,Lima,,Fv,V,2,Alga,1,457
S151_Lima_FvV3,S,15,1,Lima,,Fv,V,3,Alga,1,458
S151_Lima_FvV4,S,15,1,Lima,,Fv,V,4,Alga,2,459
S151_Lima_FvV5,S,15,1,Lima,,Fv,V,5,Alga,2,460
S151_Lima_FvV6,S,15,1,Lima,,Fv,V,6,Alga,2,461
S151_Oban_FvH1,S,15,1,Oban,,Fv,H,1,Alga,1,464
S151_Oban_FvH2,S,15,1,Oban,,Fv,H,2,Alga,1,465
S151_Oban_FvH3,S,15,1,Oban,,Fv,H,3,Alga,1,466
S151_Oban_FvH4,S,15,1,Oban,,Fv,H,4,Alga,2,467
S151_Oban_FvH5,S,15,1,Oban,,Fv,H,5,Alga,2,468
S151_Oban_FvH6,S,15,1,Oban,,Fv,H,6,Alga,2,469
S151_Oban_FvR1,S,15,1,Oban,,Fv,R,1,Alga,1,470
S151_Oban_FvR5,S,15,1,Oban,,Fv,R,5,Alga,2,471
S151_Oban_FvR6,S,15,1,Oban,,Fv,R,6,Alga,2,472
S151_Oban_FvV1,S,15,1,Oban,,Fv,V,1,Alga,1,473
S151_Oban_FvV2,S,15,1,Oban,,Fv,V,2,Alga,1,474
S151_Oban_FvV3,S,15,1,Oban,,Fv,V,3,Alga,1,475
S151_Oban_FvV4,S,15,1,Oban,,Fv,V,4,Alga,2,476
S151_Oban_FvV5,S,15,1,Oban,,Fv,V,5,Alga,2,477
S151_Oban_FvV6,S,15,1,Oban,,Fv,V,6,Alga,2,478
S151_SId_FvH1,S,15,1,SId,,Fv,H,1,Alga,1,573
S151_SId_FvH2,S,15,1,SId,,Fv,H,2,Alga,1,574
S151_SId_FvH3,S,15,1,SId,,Fv,H,3,Alga,1,575
S151_SId_FvH4,S,15,1,SId,,Fv,H,4,Alga,2,576
S151_SId_FvH5,S,15,1,SId,,Fv,H,5,Alga,2,577
S151_SId_FvH6,S,15,1,SId,,Fv,H,6,Alga,2,578
S151_SId_FvR1,S,15,1,SId,,Fv,R,1,Alga,1,579
S151_SId_FvR2,S,15,1,SId,,Fv,R,2,Alga,1,580
S151_SId_FvR3,S,15,1,SId,,Fv,R,3,Alga,1,581
S151_SId_FvR4,S,15,1,SId,,Fv,R,4,Alga,2,582
S151_SId_FvR5,S,15,1,SId,,Fv,R,5,Alga,2,583
S151_SId_FvR6,S,15,1,SId,,Fv,R,6,Alga,2,584
S151_SId_FvV1,S,15,1,SId,,Fv,V,1,Alga,1,585
S151_SId_FvV2,S,15,1,SId,,Fv,V,2,Alga,1,586
S151_SId_FvV3,S,15,1,SId,,Fv,V,3,Alga,1,587
S151_SId_FvV4,S,15,1,SId,,Fv,V,4,Alga,2,588
S151_SId_FvV5,S,15,1,SId,,Fv,V,5,Alga,2,589
S151_Tagus_FvH1,S,15,1,Tagus,,Fv,H,1,Alga,1,611
S151_Tagus_FvH2,S,15,1,Tagus,,Fv,H,2,Alga,1,612
S151_Tagus_FvH3,S,15,1,Tagus,,Fv,H,3,Alga,1,613
S151_Tagus_FvH4,S,15,1,Tagus,,Fv,H,4,Alga,2,614
S151_Tagus_FvH5,S,15,1,Tagus,,Fv,H,5,Alga,2,615
S151_Tagus_FvH6,S,15,1,Tagus,,Fv,H,6,Alga,2,616
S151_Tagus_FvR1,S,15,1,Tagus,,Fv,R,1,Alga,1,617
S151_Tagus_FvR2,S,15,1,Tagus,,Fv,R,2,Alga,1,618
S151_Tagus_FvR3,S,15,1,Tagus,,Fv,R,3,Alga,1,619
S151_Tagus_FvR4,S,15,1,Tagus,,Fv,R,4,Alga,2,620
S151_Tagus_FvR5,S,15,1,Tagus,,Fv,R,5,Alga,2,621
S151_Tagus_FvR6,S,15,1,Tagus,,Fv,R,6,Alga,2,622
S151_Tagus_FvV1,S,15,1,Tagus,,Fv,V,1,Alga,1,623
S151_Tagus_FvV2,S,15,1,Tagus,,Fv,V,2,Alga,1,624
S151_Tagus_FvV3,S,15,1,Tagus,,Fv,V,3,Alga,1,625
S151_Tagus_FvV4,S,15,1,Tagus,,Fv,V,4,Alga,2,626
S151_Tagus_FvV5,S,15,1,Tagus,,Fv,V,5,Alga,2,627
S151_Tagus_FvV6,S,15,1,Tagus,,Fv,V,6,Alga,2,628
S151_Torr_FvH1,S,15,1,Torr,,Fv,H,1,Alga,1,629
S151_Torr_FvH2,S,15,1,Torr,,Fv,H,2,Alga,1,630
S151_Torr_FvH3,S,15,1,Torr,,Fv,H,3,Alga,1,631
S151_Torr_FvH4,S,15,1,Torr,,Fv,H,4,Alga,2,632
S151_Torr_FvH5,S,15,1,Torr,,Fv,H,5,Alga,2,633
S151_Torr_FvH6,S,15,1,Torr,,Fv,H,6,Alga,2,634
S151_Torr_FvR1,S,15,1,Torr,,Fv,R,1,Alga,1,635
S151_Torr_FvR2,S,15,1,Torr,,Fv,R,2,Alga,1,636
S151_Torr_FvR3,S,15,1,Torr,,Fv,R,3,Alga,1,637
S151_Torr_FvR4,S,15,1,Torr,,Fv,R,4,Alga,2,638
S151_Torr_FvR5,S,15,1,Torr,,Fv,R,5,Alga,2,639
S151_Torr_FvR6,S,15,1,Torr,,Fv,R,6,Alga,2,640
S151_Torr_FvV1,S,15,1,Torr,,Fv,V,1,Alga,1,641
S151_Torr_FvV2,S,15,1,Torr,,Fv,V,2,Alga,1,642
S151_Torr_FvV3,S,15,1,Torr,,Fv,V,3,Alga,1,643
S151_Torr_FvV4,S,15,1,Torr,,Fv,V,4,Alga,2,644
S151_Torr_FvV5,S,15,1,Torr,,Fv,V,5,Alga,2,645
S151_Torr_FvV6,S,15,1,Torr,,Fv,V,6,Alga,2,646
S151_Uum_FvH1,S,15,1,Uum,,Fv,H,1,Alga,1,649
S151_Uum_FvH2,S,15,1,Uum,,Fv,H,2,Alga,1,650
S151_Uum_FvH3,S,15,1,Uum,,Fv,H,3,Alga,1,651
S151_Uum_FvH5,S,15,1,Uum,,Fv,H,5,Alga,2,652
S151_Uum_FvH6,S,15,1,Uum,,Fv,H,6,Alga,2,653
S151_Uum_FvR1,S,15,1,Uum,,Fv,R,1,Alga,1,654
S151_Uum_FvR2,S,15,1,Uum,,Fv,R,2,Alga,1,655
S151_Uum_FvR3,S,15,1,Uum,,Fv,R,3,Alga,1,656
S151_Uum_FvR4,S,15,1,Uum,,Fv,R,4,Alga,2,657
S151_Uum_FvR5,S,15,1,Uum,,Fv,R,5,Alga,2,658
S151_Uum_FvV1,S,15,1,Uum,,Fv,V,1,Alga,1,659
S151_Uum_FvV2,S,15,1,Uum,,Fv,V,2,Alga,1,660
S151_Uum_FvV3,S,15,1,Uum,,Fv,V,3,Alga,1,661
S151_Uum_FvV4,S,15,1,Uum,,Fv,V,4,Alga,2,662
S151_Uum_FvV5,S,15,1,Uum,,Fv,V,5,Alga,2,663
S151_Uum_FvV6,S,15,1,Uum,,Fv,V,6,Alga,2,664
S151_Viana_FvH1,S,15,1,Viana,,Fv,H,1,Alga,1,669
S151_Viana_FvH2,S,15,1,Viana,,Fv,H,2,Alga,1,670
S151_Viana_FvH3,S,15,1,Viana,,Fv,H,3,Alga,1,671
S151_Viana_FvH4,S,15,1,Viana,,Fv,H,4,Alga,2,672
S151_Viana_FvH5,S,15,1,Viana,,Fv,H,5,Alga,2,673
S151_Viana_FvH6,S,15,1,Viana,,Fv,H,6,Alga,2,674
S151_Viana_FvR1,S,15,1,Viana,,Fv,R,1,Alga,1,675
S151_Viana_FvR2,S,15,1,Viana,,Fv,R,2,Alga,1,676
S151_Viana_FvR3,S,15,1,Viana,,Fv,R,3,Alga,1,677
S151_Viana_FvR4,S,15,1,Viana,,Fv,R,4,Alga,2,678
S151_Viana_FvR5,S,15,1,Viana,,Fv,R,5,Alga,2,679
S151_Viana_FvR6,S,15,1,Viana,,Fv,R,6,Alga,2,680
S151_Viana_FvV1,S,15,1,Viana,,Fv,V,1,Alga,1,681
S151_Viana_FvV2,S,15,1,Viana,,Fv,V,2,Alga,1,682
S151_Viana_FvV3,S,15,1,Viana,,Fv,V,3,Alga,1,683
S151_Viana_FvV4,S,15,1,Viana,,Fv,V,4,Alga,2,684
S151_Viana_FvV5,S,15,1,Viana,,Fv,V,5,Alga,2,685
S151_Viana_FvV6,S,15,1,Viana,,Fv,V,6,Alga,2,686
S151_WH_FvH1,S,15,1,WH,,Fv,H,1,Alga,1,689
S151_WH_FvH2,S,15,1,WH,,Fv,H,2,Alga,1,690
S151_WH_FvH3,S,15,1,WH,,Fv,H,3,Alga,1,691
S151_WH_FvH4,S,15,1,WH,,Fv,H,4,Alga,2,692
S151_WH_FvH5,S,15,1,WH,,Fv,H,5,Alga,2,693
S151_WH_FvH6,S,15,1,WH,,Fv,H,6,Alga,2,694
S151_WH_FvR1,S,15,1,WH,,Fv,R,1,Alga,1,695
S151_WH_FvR2,S,15,1,WH,,Fv,R,2,Alga,1,696
S151_WH_FvR4,S,15,1,WH,,Fv,R,4,Alga,2,697
S151_WH_FvR5,S,15,1,WH,,Fv,R,5,Alga,2,698
S151_WH_FvR6,S,15,1,WH,,Fv,R,6,Alga,2,699
S151_WH_FvV1,S,15,1,WH,,Fv,V,1,Alga,1,700
S151_WH_FvV2,S,15,1,WH,,Fv,V,2,Alga,1,701
S151_WH_FvV3,S,15,1,WH,,Fv,V,3,Alga,1,702
S151_WH_FvV4,S,15,1,WH,,Fv,V,4,Alga,2,703
S151_WH_FvV5,S,15,1,WH,,Fv,V,5,Alga,2,704
S151_WH_FvV6,S,15,1,WH,,Fv,V,6,Alga,2,705
S152_Beau_FvH1,S,15,2,Beau,,Fv,H,1,Alga,1,724
S152_Beau_FvH2,S,15,2,Beau,,Fv,H,2,Alga,1,725
S152_Beau_FvH3,S,15,2,Beau,,Fv,H,3,Alga,1,726
S152_Beau_FvH4,S,15,2,Beau,,Fv,H,4,Alga,2,727
S152_Beau_FvH5,S,15,2,Beau,,Fv,H,5,Alga,2,728
S152_Beau_FvH6,S,15,2,Beau,,Fv,H,6,Alga,2,729
S152_Beau_FvV1,S,15,2,Beau,,Fv,V,1,Alga,1,730
S152_Beau_FvV2,S,15,2,Beau,,Fv,V,2,Alga,1,731
S152_Beau_FvV3,S,15,2,Beau,,Fv,V,3,Alga,1,732
S152_Beau_FvV4,S,15,2,Beau,,Fv,V,4,Alga,2,733
S152_Beau_FvV5,S,15,2,Beau,,Fv,V,5,Alga,2,734
S152_Beau_FvV6,S,15,2,Beau,,Fv,V,6,Alga,2,735
S152_Bodo_FvH1,S,15,2,Bodo,,Fv,H,1,Alga,1,740
S152_Bodo_FvH2,S,15,2,Bodo,,Fv,H,2,Alga,1,741
S152_Bodo_FvH3,S,15,2,Bodo,,Fv,H,3,Alga,1,742
S152_Bodo_FvH4,S,15,2,Bodo,,Fv,H,4,Alga,2,743
S152_Bodo_FvH5,S,15,2,Bodo,,Fv,H,5,Alga,2,744
S152_Bodo_FvH6,S,15,2,Bodo,,Fv,H,6,Alga,2,745
S152_Bodo_FvR1,S,15,2,Bodo,,Fv,R,1,Alga,1,746
S152_Bodo_FvR2,S,15,2,Bodo,,Fv,R,2,Alga,1,747
S152_Bodo_FvR3,S,15,2,Bodo,,Fv,R,3,Alga,1,748
S152_Bodo_FvR4,S,15,2,Bodo,,Fv,R,4,Alga,2,749
S152_Bodo_FvR5,S,15,2,Bodo,,Fv,R,5,Alga,2,750
S152_Bodo_FvR6,S,15,2,Bodo,,Fv,R,6,Alga,2,751
S152_Bodo_FvV1,S,15,2,Bodo,,Fv,V,1,Alga,1,752
S152_Bodo_FvV2,S,15,2,Bodo,,Fv,V,2,Alga,1,753
S152_Bodo_FvV3,S,15,2,Bodo,,Fv,V,3,Alga,1,754
S152_Bodo_FvV4,S,15,2,Bodo,,Fv,V,4,Alga,2,755
S152_Bodo_FvV5,S,15,2,Bodo,,Fv,V,5,Alga,2,756
S152_Bodo_FvV6,S,15,2,Bodo,,Fv,V,6,Alga,2,757
S152_Cad_FvH1,S,15,2,Cad,,Fv,H,1,Alga,1,780
S152_Cad_FvH2,S,15,2,Cad,,Fv,H,2,Alga,1,781
S152_Cad_FvH3,S,15,2,Cad,,Fv,H,3,Alga,1,782
S152_Cad_FvH4,S,15,2,Cad,,Fv,H,4,Alga,2,783
S152_Cad_FvH5,S,15,2,Cad,,Fv,H,5,Alga,2,784
S152_Cad_FvH6,S,15,2,Cad,,Fv,H,6,Alga,2,785
S152_Cad_FvR1,S,15,2,Cad,,Fv,R,1,Alga,1,786
S152_Cad_FvR2,S,15,2,Cad,,Fv,R,2,Alga,1,787
S152_Cad_FvR3,S,15,2,Cad,,Fv,R,3,Alga,1,788
S152_Cad_FvR4,S,15,2,Cad,,Fv,R,4,Alga,2,789
S152_Cad_FvR5,S,15,2,Cad,,Fv,R,5,Alga,2,790
S152_Cad_FvR6,S,15,2,Cad,,Fv,R,6,Alga,2,791
S152_Cad_FvV1,S,15,2,Cad,,Fv,V,1,Alga,1,792
S152_Cad_FvV2,S,15,2,Cad,,Fv,V,2,Alga,1,793
S152_Cad_FvV3,S,15,2,Cad,,Fv,V,3,Alga,1,794
S152_Cad_FvV4,S,15,2,Cad,,Fv,V,4,Alga,2,795
S152_Cad_FvV5,S,15,2,Cad,,Fv,V,5,Alga,2,796
S152_Cad_FvV6,S,15,2,Cad,,Fv,V,6,Alga,2,797
S152_Hali_FvH1,S,15,2,Hali,,Fv,H,1,Alga,1,802
S152_Hali_FvH2,S,15,2,Hali,,Fv,H,2,Alga,1,803
S152_Hali_FvH3,S,15,2,Hali,,Fv,H,3,Alga,1,804
S152_Hali_FvH4,S,15,2,Hali,,Fv,H,4,Alga,2,805
S152_Hali_FvH5,S,15,2,Hali,,Fv,H,5,Alga,2,806
S152_Hali_FvH6,S,15,2,Hali,,Fv,H,6,Alga,2,807
S152_Hali_FvR1,S,15,2,Hali,,Fv,R,1,Alga,1,808
S152_Hali_FvR2,S,15,2,Hali,,Fv,R,2,Alga,1,809
S152_Hali_FvR3,S,15,2,Hali,,Fv,R,3,Alga,1,810
S152_Hali_FvR4,S,15,2,Hali,,Fv,R,4,Alga,2,811
S152_Hali_FvR5,S,15,2,Hali,,Fv,R,5,Alga,2,812
S152_Hali_FvR6,S,15,2,Hali,,Fv,R,6,Alga,2,813
S152_Hali_FvV1,S,15,2,Hali,,Fv,V,1,Alga,1,814
S152_Hali_FvV2,S,15,2,Hali,,Fv,V,2,Alga,1,815
S152_Hali_FvV3,S,15,2,Hali,,Fv,V,3,Alga,1,816
S152_Hali_FvV4,S,15,2,Hali,,Fv,V,4,Alga,2,817
S152_Hali_FvV5,S,15,2,Hali,,Fv,V,5,Alga,2,818
S152_Hali_FvV6,S,15,2,Hali,,Fv,V,6,Alga,2,819
S152_Lew_FvH1,S,15,2,Lew,,Fv,H,1,Alga,1,822
S152_Lew_FvH2,S,15,2,Lew,,Fv,H,2,Alga,1,823
S152_Lew_FvH3,S,15,2,Lew,,Fv,H,3,Alga,1,824
S152_Lew_FvH4,S,15,2,Lew,,Fv,H,4,Alga,2,825
S152_Lew_FvH5,S,15,2,Lew,,Fv,H,5,Alga,2,826
S152_Lew_FvH6,S,15,2,Lew,,Fv,H,6,Alga,2,827
S152_Lew_FvR1,S,15,2,Lew,,Fv,R,1,Alga,1,828
S152_Lew_FvR2,S,15,2,Lew,,Fv,R,2,Alga,1,829
S152_Lew_FvR3,S,15,2,Lew,,Fv,R,3,Alga,1,830
S152_Lew_FvR4,S,15,2,Lew,,Fv,R,4,Alga,2,831
S152_Lew_FvR5,S,15,2,Lew,,Fv,R,5,Alga,2,832
S152_Lew_FvR6,S,15,2,Lew,,Fv,R,6,Alga,2,833
S152_Lew_FvV1,S,15,2,Lew,,Fv,V,1,Alga,1,834
S152_Lew_FvV2,S,15,2,Lew,,Fv,V,2,Alga,1,835
S152_Lew_FvV3,S,15,2,Lew,,Fv,V,3,Alga,1,836
S152_Lew_FvV4,S,15,2,Lew,,Fv,V,4,Alga,2,837
S152_Lew_FvV5,S,15,2,Lew,,Fv,V,5,Alga,2,838
S152_Lew_FvV6,S,15,2,Lew,,Fv,V,6,Alga,2,839
S152_Oban_FvH1,S,15,2,Oban,,Fv,H,1,Alga,1,848
S152_Oban_FvH2,S,15,2,Oban,,Fv,H,2,Alga,1,849
S152_Oban_FvH3,S,15,2,Oban,,Fv,H,3,Alga,1,850
S152_Oban_FvH4,S,15,2,Oban,,Fv,H,4,Alga,2,851
S152_Oban_FvH5,S,15,2,Oban,,Fv,H,5,Alga,2,852
S152_Oban_FvH6,S,15,2,Oban,,Fv,H,6,Alga,2,853
S152_Oban_FvR1,S,15,2,Oban,,Fv,R,1,Alga,1,854
S152_Oban_FvR2,S,15,2,Oban,,Fv,R,2,Alga,1,855
S152_Oban_FvR3,S,15,2,Oban,,Fv,R,3,Alga,1,856
S152_Oban_FvR4,S,15,2,Oban,,Fv,R,4,Alga,2,857
S152_Oban_FvR5,S,15,2,Oban,,Fv,R,5,Alga,2,858
S152_Oban_FvR6,S,15,2,Oban,,Fv,R,6,Alga,2,859
S152_Oban_FvV1,S,15,2,Oban,,Fv,V,1,Alga,1,860
S152_Oban_FvV2,S,15,2,Oban,,Fv,V,2,Alga,1,861
S152_Oban_FvV3,S,15,2,Oban,,Fv,V,3,Alga,1,862
S152_Oban_FvV4,S,15,2,Oban,,Fv,V,4,Alga,2,863
S152_Oban_FvV5,S,15,2,Oban,,Fv,V,5,Alga,2,864
S152_Oban_FvV6,S,15,2,Oban,,Fv,V,6,Alga,2,865
S152_Sid_FvH1,S,15,2,Sid,,Fv,H,1,Alga,1,965
S152_Sid_FvH2,S,15,2,Sid,,Fv,H,2,Alga,1,966
S152_Sid_FvH3,S,15,2,Sid,,Fv,H,3,Alga,1,967
S152_Sid_FvH4,S,15,2,Sid,,Fv,H,4,Alga,2,968
S152_Sid_FvH5,S,15,2,Sid,,Fv,H,5,Alga,2,969
S152_Sid_FvH6,S,15,2,Sid,,Fv,H,6,Alga,2,970
S152_Sid_FvR1,S,15,2,Sid,,Fv,R,1,Alga,1,971
S152_Sid_FvR2,S,15,2,Sid,,Fv,R,2,Alga,1,972
S152_Sid_FvR3,S,15,2,Sid,,Fv,R,3,Alga,1,973
S152_Sid_FvR4,S,15,2,Sid,,Fv,R,4,Alga,2,974
S152_Sid_FvR5,S,15,2,Sid,,Fv,R,5,Alga,2,975
S152_Sid_FvR6,S,15,2,Sid,,Fv,R,6,Alga,2,976
S152_Sid_FvV1,S,15,2,Sid,,Fv,V,1,Alga,1,977
S152_Sid_FvV2,S,15,2,Sid,,Fv,V,2,Alga,1,978
S152_Sid_FvV3,S,15,2,Sid,,Fv,V,3,Alga,1,979
S152_Sid_FvV4,S,15,2,Sid,,Fv,V,4,Alga,2,980
S152_Sid_FvV5,S,15,2,Sid,,Fv,V,5,Alga,2,981
S152_Sid_FvV6,S,15,2,Sid,,Fv,V,6,Alga,2,982
S152_Tagus_FvH1,S,15,2,Tagus,,Fv,H,1,Alga,1,1000
S152_Tagus_FvH2,S,15,2,Tagus,,Fv,H,2,Alga,1,1001
S152_Tagus_FvH3,S,15,2,Tagus,,Fv,H,3,Alga,1,1002
S152_Tagus_FvH4,S,15,2,Tagus,,Fv,H,4,Alga,2,1003
S152_Tagus_FvH5,S,15,2,Tagus,,Fv,H,5,Alga,2,1004
S152_Tagus_FvH6,S,15,2,Tagus,,Fv,H,6,Alga,2,1005
S152_Tagus_FvR1,S,15,2,Tagus,,Fv,R,1,Alga,1,1006
S152_Tagus_FvR2,S,15,2,Tagus,,Fv,R,2,Alga,1,1007
S152_Tagus_FvR3,S,15,2,Tagus,,Fv,R,3,Alga,1,1008
S152_Tagus_FvR4,S,15,2,Tagus,,Fv,R,4,Alga,2,1009
S152_Tagus_FvR5,S,15,2,Tagus,,Fv,R,5,Alga,2,1010
S152_Tagus_FvR6,S,15,2,Tagus,,Fv,R,6,Alga,2,1011
S152_Tagus_FvV1,S,15,2,Tagus,,Fv,V,1,Alga,1,1012
S152_Tagus_FvV2,S,15,2,Tagus,,Fv,V,2,Alga,1,1013
S152_Tagus_FvV3,S,15,2,Tagus,,Fv,V,3,Alga,1,1014
S152_Tagus_FvV4,S,15,2,Tagus,,Fv,V,4,Alga,2,1015
S152_Tagus_FvV5,S,15,2,Tagus,,Fv,V,5,Alga,2,1016
S152_Tagus_FvV6,S,15,2,Tagus,,Fv,V,6,Alga,2,1017
S152_Uum_FvH1,S,15,2,Uum,,Fv,H,1,Alga,1,1018
S152_Uum_FvH2,S,15,2,Uum,,Fv,H,2,Alga,1,1019
S152_Uum_FvH3,S,15,2,Uum,,Fv,H,3,Alga,1,1020
S152_Uum_FvH4,S,15,2,Uum,,Fv,H,4,Alga,2,1021
S152_Uum_FvH5,S,15,2,Uum,,Fv,H,5,Alga,2,1022
S152_Uum_FvH6,S,15,2,Uum,,Fv,H,6,Alga,2,1023
S152_Uum_FvR1,S,15,2,Uum,,Fv,R,1,Alga,1,1024
S152_Uum_FvR2,S,15,2,Uum,,Fv,R,2,Alga,1,1025
S152_Uum_FvR3,S,15,2,Uum,,Fv,R,3,Alga,1,1026
S152_Uum_FvR4,S,15,2,Uum,,Fv,R,4,Alga,2,1027
S152_Uum_FvR5,S,15,2,Uum,,Fv,R,5,Alga,2,1028
S152_Uum_FvR6,S,15,2,Uum,,Fv,R,6,Alga,2,1029
S152_Uum_FvV1,S,15,2,Uum,,Fv,V,1,Alga,1,1030
S152_Uum_FvV2,S,15,2,Uum,,Fv,V,2,Alga,1,1031
S152_Uum_FvV3,S,15,2,Uum,,Fv,V,3,Alga,1,1032
S152_Uum_FvV4,S,15,2,Uum,,Fv,V,4,Alga,2,1033
S152_Uum_FvV5,S,15,2,Uum,,Fv,V,5,Alga,2,1034
S152_Uum_FvV6,S,15,2,Uum,,Fv,V,6,Alga,2,1035
S152_Viana_FvH1,S,15,2,Viana,,Fv,H,1,Alga,1,1040
S152_Viana_FvH3,S,15,2,Viana,,Fv,H,3,Alga,1,1041
S152_Viana_FvH4,S,15,2,Viana,,Fv,H,4,Alga,2,1042
S152_Viana_FvH5,S,15,2,Viana,,Fv,H,5,Alga,2,1043
S152_Viana_FvH6,S,15,2,Viana,,Fv,H,6,Alga,2,1044
S152_Viana_FvR1,S,15,2,Viana,,Fv,R,1,Alga,1,1045
S152_Viana_FvR2,S,15,2,Viana,,Fv,R,2,Alga,1,1046
S152_Viana_FvR3,S,15,2,Viana,,Fv,R,3,Alga,1,1047
S152_Viana_FvR4,S,15,2,Viana,,Fv,R,4,Alga,2,1048
S152_Viana_FvR5,S,15,2,Viana,,Fv,R,5,Alga,2,1049
S152_Viana_FvR6,S,15,2,Viana,,Fv,R,6,Alga,2,1050
S152_Viana_FvV1,S,15,2,Viana,,Fv,V,1,Alga,1,1051
S152_Viana_FvV2,S,15,2,Viana,,Fv,V,2,Alga,1,1052
S152_Viana_FvV3,S,15,2,Viana,,Fv,V,3,Alga,1,1053
S152_Viana_FvV4,S,15,2,Viana,,Fv,V,4,Alga,2,1054
S152_Viana_FvV5,S,15,2,Viana,,Fv,V,5,Alga,2,1055
S152_Viana_FvV6,S,15,2,Viana,,Fv,V,6,Alga,2,1056
S152_WH_FvH1,S,15,2,WH,,Fv,H,1,Alga,1,1059
S152_WH_FvH2,S,15,2,WH,,Fv,H,2,Alga,1,1060
S152_WH_FvH3,S,15,2,WH,,Fv,H,3,Alga,1,1061
S152_WH_FvH4,S,15,2,WH,,Fv,H,4,Alga,2,1062
S152_WH_FvH5,S,15,2,WH,,Fv,H,5,Alga,2,1063
S152_WH_FvH6,S,15,2,WH,,Fv,H,6,Alga,2,1064
S152_WH_FvR1,S,15,2,WH,,Fv,R,1,Alga,1,1065
S152_WH_FvR2,S,15,2,WH,,Fv,R,2,Alga,1,1066
S152_WH_FvR3,S,15,2,WH,,Fv,R,3,Alga,1,1067
S152_WH_FvV1,S,15,2,WH,,Fv,V,1,Alga,1,1068
S152_WH_FvV2,S,15,2,WH,,Fv,V,2,Alga,1,1069
S152_WH_FvV4,S,15,2,WH,,Fv,V,4,Alga,2,1070
S152_WH_FvV5,S,15,2,WH,,Fv,V,5,Alga,2,1071
S152_WH_FvV6,S,15,2,WH,,Fv,V,6,Alga,2,1072
S161_Beau_FvH1,S,16,1,Beau,,Fv,H,1,Alga,1,1091
S161_Beau_FvH2,S,16,1,Beau,,Fv,H,2,Alga,1,1092
S161_Beau_FvH3,S,16,1,Beau,,Fv,H,3,Alga,1,1093
S161_Beau_FvH4,S,16,1,Beau,,Fv,H,4,Alga,2,1094
S161_Beau_FvH5,S,16,1,Beau,,Fv,H,5,Alga,2,1095
S161_Beau_FvH6,S,16,1,Beau,,Fv,H,6,Alga,2,1096
S161_Beau_FvV1,S,16,1,Beau,,Fv,V,1,Alga,1,1097
S161_Beau_FvV2,S,16,1,Beau,,Fv,V,2,Alga,1,1098
S161_Beau_FvV3,S,16,1,Beau,,Fv,V,3,Alga,1,1099
S161_Beau_FvV4,S,16,1,Beau,,Fv,V,4,Alga,2,1100
S161_Beau_FvV5,S,16,1,Beau,,Fv,V,5,Alga,2,1101
S161_Beau_FvV6,S,16,1,Beau,,Fv,V,6,Alga,2,1102
S161_Bodo_FvH1,S,16,1,Bodo,,Fv,H,1,Alga,1,1103
S161_Bodo_FvH2,S,16,1,Bodo,,Fv,H,2,Alga,1,1104
S161_Bodo_FvH3,S,16,1,Bodo,,Fv,H,3,Alga,1,1105
S161_Bodo_FvH4,S,16,1,Bodo,,Fv,H,4,Alga,2,1106
S161_Bodo_FvH5,S,16,1,Bodo,,Fv,H,5,Alga,2,1107
S161_Bodo_FvH6,S,16,1,Bodo,,Fv,H,6,Alga,2,1108
S161_Bodo_FvR4,S,16,1,Bodo,,Fv,R,4,Alga,2,1109
S161_Bodo_FvV1,S,16,1,Bodo,,Fv,V,1,Alga,1,1110
S161_Bodo_FvV2,S,16,1,Bodo,,Fv,V,2,Alga,1,1111
S161_Bodo_FvV3,S,16,1,Bodo,,Fv,V,3,Alga,1,1112
S161_Bodo_FvV4,S,16,1,Bodo,,Fv,V,4,Alga,2,1113
